id	AdvertisementText	QuestText	ReactionText	UnitText	FeedText	LoginText	BoostGroupText	StickerText	FuncText	PhotoText	ChapterText	GachaText	GuideMissionText	SpecialContentText	StillPictureText	AppointmentText	BgmText	StampText	FeatureText	ShopTabText	ProfileText	ShopText	RelationshipText	SituationText	VrText	CampaignText	HomeText	CardText	GrowthRewardText	GuildText	SeasonText	ApText	CampText	PuzzleText	RewardText	InvitationText	LocationText	SkillText	StoryText	ConfessionText	GearText	GuildCampText	MemberText	SeriesText	StageText	TipsText	ArText	BannerText	HelpText	ChallengeText	CraftText	PlayerTitleText	TeamBattleText	WorkText	HomeBgmText	LotteryText	CharaNaviText	CollectionText	ItemText	AreaText	AttributeText	CommonText
100																				俱樂部		SR『大家一起拍吧！』					很好吃呢。	鍋之妖精小鍋子							○○パス限定ログインボーナス20日目のプレゼントです。(TW)			スキル玉を起点にＸ状に消去する																			呼～～好累喔！					
101																		北海道				SR『看到了……富士山』					攪啊攪……	唔哇～～							○○パス限定ログインボーナス21日目のプレゼントです。(TW)		露營地	スキル玉を中心に周囲{ap1}マス消去する																			"今天也好累喔──
回家路上要不要去哪裡晃晃？"					
102																		青森縣				SR『山麓露營場的夕陽美景』					真是超級可愛的耶！	志摩凜大人……							○○パス限定ログインボーナス22日目のプレゼントです。(TW)		動漫地點	赤色のパズル玉を{ap2}個消去する									一般										事情很順利呢，太好了。					
103																		岩手縣				SR『晚上的富士山真的很漂亮呢。』					"好──
那一起跑吧──！"	馬上就好囉。							○○パス限定ログインボーナス23日目のプレゼントです。(TW)		夥伴店	青色のパズル玉を{ap2}個消去する																			辛苦妳啦──					
104																		宮城縣				SR『來做暖呼呼的露營料理──！』					快過來──！	景色真美──……啊！							○○パス限定ログインボーナス24日目のプレゼントです。(TW)		類別4	紫色のパズル玉を{ap2}個消去する																			呼，這樣就結束啦。					
105																		秋田縣				SR『千里共嬋娟』					"是能剛好配這張矮桌
的好椅子唷。"	就是說啊。							○○パス限定ログインボーナス25日目のプレゼントです。(TW)		類別5	緑色のパズル玉を{ap2}個消去する																			"辛苦了！！
妳做了好多事喔──"					
106																		山形縣				SR『這裡就是四尾連湖啊──』					"看了小凜妳的後
我自己也想要了──"	為什麼知道！？							○○パス限定ログインボーナス26日目のプレゼントです。(TW)		類別6	パズル玉をランダムに{ap1}個消去する																			聽說有東西可以領取耶！					
107																		福島縣				SR『四尾連湖的夜晚』					"搖──來──搖──去──
好舒服喔。"	同一天生日							○○パス限定ログインボーナス27日目のプレゼントです。(TW)			スコアを{sp1}点獲得する																			真的耶──太好了。					
108																		茨城縣				SR『四尾連湖的早晨』					這個形狀很可愛對不對。	妳是馬戲團喔？							○○パス限定ログインボーナス28日目のプレゼントです。(TW)			手数を{sp1}手({sp2}秒)獲得する																			"有可以領的報酬耶
會是什麼啊？"					
109																		栃木縣				SR『紅色富士！』					"加這個進去煮的話
不管是什麼都會變很好吃喔。"	我還沒睡哦（◎ｖ◎）							○○パス限定ログインボーナス29日目のプレゼントです。(TW)			スキル玉が+{sp1}の赤チェイン玉に変化する																			那過去看看吧。					
110																		群馬縣		YG P		SR『勢力擴大的秘密結社毛毯』					"那就像夾肉包一樣
試著夾豆沙包
來烤看看怎麼樣？"	說謊成性姊妹互相欺騙							○○パス限定ログインボーナス30日目のプレゼントです。(TW)			スキル玉が+{sp1}の黄チェイン玉に変化する																			好像有東西可以領取耶。					
111																		埼玉縣		帳篷/遮陽篷		SR『年末戰士聖誕戰隊──！』					"有美式鬆餅
跟比利時鬆餅喔。
改天一起吃來比較看看吧！"	禁酒第25天							○○マイレージランク0毎日報酬(TW)			スキル玉が+{sp1}の青チェイン玉に変化する																			趁還記得的時候確認一下吧。					
112																		千葉縣		椅子/桌子		SR『大家一起觀賞影片』					"這是第一次
遇到小凜妳的時候
帶的那個燈對不對！"	行動代號「蝦子作戰」							○○マイレージランク1毎日報酬(TW)			スキル玉が+{sp1}の紫チェイン玉に変化する									微笑										好像有東西可以領取喔。					
113																		東京都		炊具		SR『好耀眼～～』					"走夜路的時候
有這個就會放心許多喔。"	被溫泉吞噬了……							○○マイレージランク2毎日報酬(TW)			スキル玉が+{sp1}の緑チェイン玉に変化する																			會是什麼啊。					
114																		神奈川縣		照明/升火		SR『晴朗的冬天』					"像這樣子盯著看
心靈就會變得暖呼呼的唷。"	凜離家出走了！！							○○マイレージランク3毎日報酬(TW)			黄のパズル玉{sp3}個を赤のパズル玉に変化させる																			"好像有東西可以領取耶。
……是什麼啊？"					
115																		新潟縣		升火		★3『求生露營泳裝』各務原撫子					"把陶鍋放上去也沒問題！
穩定感十足的喔──"	嗚！？							○○マイレージランク4毎日報酬(TW)			青のパズル玉{sp3}個を赤のパズル玉に変化させる																			不然確認看看吧？					
116																		富山縣		睡袋		★3『求生露營泳裝』志摩凜					"用這個烤肉架烤出來的肉啊，
會非常好吃呢。"	蝦子！！！！							○○マイレージランク5毎日報酬(TW)			紫のパズル玉{sp3}個を赤のパズル玉に変化させる																			がんばるぞー　えいえいおー！					
117																		石川縣		戶外用品		★3『求生露營泳裝』大垣千明					"邊騎腳踏車邊吃烤肉……
這畫面好有夢想喔。"	三角點							○○マイレージランク6毎日報酬(TW)			緑のパズル玉{sp3}個を赤のパズル玉に変化させる																			…よろしく					
118																		福井縣		寵物用品		★3『求生露營泳裝』犬山葵					"之後有一天，想把火鍋
也放在這上面做料理呢──"	搖曳露營△開始！（撫子）							○○マイレージランク7毎日報酬(TW)			赤のパズル玉{sp3}個を黄のパズル玉に変化させる																			よっしゃ　頑張ろうぜ！					
119																		山梨縣		料理		★3『求生露營泳裝』齊藤惠那					"真的一直以來
都受到小明搭的篝火台的關照呢！"	搖曳露營△開始！（凜）							○○マイレージランク8毎日報酬(TW)			青のパズル玉{sp3}個を黄のパズル玉に変化させる																			いっちょ　気合いれていこかー					
120																		長野縣		素材/食材		『夏季露營服(撫子)』的碎片					"刀刃的範圍很大
要小心用喔。"	搖曳露營△開始！（千明）							○○マイレージランク9毎日報酬(TW)			紫のパズル玉{sp3}個を黄のパズル玉に変化させる																			がんばろうね　みんな					
121																		岐阜縣		食材		『夏季露營服(凛)』的碎片					"能不能在小凜做的糰子上……
偷偷弄點裝飾呢？"	搖曳露營△開始！（葵）							○○マイレージランク10毎日報酬(TW)			緑のパズル玉{sp3}個を黄のパズル玉に変化させる																			やり忘れてることがあるみたい					
122																		靜岡縣				『夏季露營服(千明)』的碎片					"這、這樣子
知道帳篷外面的狀況的話
……分十次……不對，分150次分期！"	搖曳露營△開始！（惠那）							○○マイレージランク11毎日報酬(TW)			赤のパズル玉{sp3}個を青のパズル玉に変化させる									笑容										"まだやってないのが
あるみたいだ"					
123																		愛知縣				『夏季露營服(葵)』的碎片					"呼啊……有些木柴
又硬又難劈呢。"	那是什麼？							○○マイレージランク12毎日報酬(TW)			黄のパズル玉{sp3}個を青のパズル玉に変化させる																			"今日の分
まだ終わらせてなかったじゃん！"					
124																		三重縣				『夏季露營服(惠那)』的碎片					要來煙燻什麼好呢──	就拿妳來祭刀吧……							フレンドボックス小から獲得したアイテムです。(TW)			紫のパズル玉{sp3}個を青のパズル玉に変化させる																			"今日やること…
まだなんか　あったような…"					
125																		滋賀縣				『夏季服裝(橘色)(撫子)』的碎片					南瓜燈好可愛呢。	嘴裡燙傷了啦！！							フレンドボックス大から獲得したアイテムです。(TW)			緑のパズル玉{sp3}個を青のパズル玉に変化させる																			"なんか
やることがあったような…"					
126																		京都府				『夏季服裝(橘色)(凛)』的碎片					雪人在發光耶──	好想再來看啊							マイレージBOX(銅)から獲得したアイテムです。(TW)			赤のパズル玉{sp3}個を紫のパズル玉に変化させる																			時限クエスト　やっておこう！					
127																		大阪府				『夏季服裝(橘色)(千明)』的碎片					"真不愧是高級肉
一放到嘴裡就融化掉了耶──！"	想去露營！							マイレージBOX(銀)から獲得したアイテムです。(TW)			黄のパズル玉{sp3}個を紫のパズル玉に変化させる																			"お　今しかできないやつ
あるな"					
128																		兵庫縣				『夏季服裝(橘色)(葵)』的碎片					"果然哪
這好吃到
都可以叫它章魚香腸大人了！"	不是不是。							マイレージBOX(金)から獲得したアイテムです。(TW)			青のパズル玉{sp3}個を紫のパズル玉に変化させる																			"時限クエストが開いてる！
ラッキー！"					
129																		奈良縣				『夏季服裝(橘色)(惠那)』的碎片					"滿滿的都是料
這話聽起來讓人好開心喔。"	你也想待在被窩裡啊？							初心者応援ボックスから獲得したアイテムです。(TW)			緑のパズル玉{sp3}個を紫のパズル玉に変化させる																			時限クエストが開いてんでー					
