	VrText	WorkText	AppointmentText	ArText	CampText	ItemText	RewardText	SeasonText	TipsText	AdvertisementText	CampaignText	CraftText	GachaText	GuildCampText	ReactionText	SpecialContentText	BgmText	CollectionText	FuncText	ShopTabText	StickerText	BoostGroupText	CharaNaviText	ConfessionText	GuildText	InvitationText	LoginText	ProfileText	FeedText	ShopText	StageText	FeatureText	PhotoText	PlayerTitleText	RelationshipText	SituationText	StoryText	TeamBattleText	AttributeText	GuideMissionText	HomeBgmText	HomeText	SeriesText	CardText	HelpText	LocationText	MemberText	SkillText	ApText	BannerText	PuzzleText	QuestText	StampText	UnitText	ChallengeText	ChapterText	GrowthRewardText	LotteryText	AreaText	CommonText	GearText	StillPictureText
95							○○パス限定ログインボーナス15日目のプレゼントです。																よっしゃ　やるか							★3『クリキャン服』各務原なでしこ												あったかいねぃ		浜名湖自転車ぐーるぐる				ランダムのパズル玉{sp3}個を青のパズル玉に変化させる														
96							○○パス限定ログインボーナス16日目のプレゼントです。																お疲れさまー　がんばったね！							★3『クリキャン服』志摩リン												ぐっすり眠れそうだよー		スタンド役は木となでしこで。				紫のパズル玉{sp2}個を{sp1}レベルアップさせる														
97							○○パス限定ログインボーナス17日目のプレゼントです。																おつかれー							★3『クリキャン服』大垣千明												シュラフむしだよ		すげぇ…				スキル玉が万能玉に変化する														
98							○○パス限定ログインボーナス18日目のプレゼントです。																これで終わりっと							★3『クリキャン服』犬山あおい												ごろごろ…		記念に一枚だ				スキル玉を起点に横{ap2}列消去する														
99							○○パス限定ログインボーナス19日目のプレゼントです。																おつかれー　よくやったな							★3『クリキャン服』斉藤恵那												ん～ しあわせだー		おおおおおーっ！？				スキル玉を起点に縦横1列ずつ消去する														
100							○○パス限定ログインボーナス20日目のプレゼントです。													クラブギフト			はぁ～　疲れたぜ！							SR『みんなで撮ろう！』												おいしいね		鍋の妖精鍋しこちゃん				スキル玉を起点にＸ状に消去する														
101							○○パス限定ログインボーナス21日目のプレゼントです。																"今日も大変やったなー
帰りにどっか寄っていかへん？"							SR『みえた…ふじさん』												混ぜ混ぜ…		ぐわぁ		キャンプ場		スキル玉を中心に周囲{ap1}マス消去する					北海道									
102				通常			○○パス限定ログインボーナス22日目のプレゼントです。																うまくいってよかったわぁ							SR『麓キャンプ場の夕景』												さいっこうにかわいいねぃ！		しまりん様…		モデル地		赤色のパズル玉を{ap2}個消去する					青森県									
103							○○パス限定ログインボーナス23日目のプレゼントです。																お疲れ様でしたー							SR『夜のふじさんやっぱりいいねぇ』												"よーし
一緒に走るよー！"		もうすぐで出来るでね		提携店舗		青色のパズル玉を{ap2}個消去する					岩手県									
104							○○パス限定ログインボーナス24日目のプレゼントです。																ふう　これでおしまい							SR『温まるキャンプごはん作るぞ―っ！』												おいでー！		いい景色ー…はっ！		カテゴリ4		紫色のパズル玉を{ap2}個消去する					宮城県									
105							○○パス限定ログインボーナス25日目のプレゼントです。																"おつかれさま！！
いっぱい働いたねー"							SR『きっと、そらでつながってる』												"ローテーブルにぴったりで
いいチェアだよねぃ"		ソウダネ		カテゴリ5		緑色のパズル玉を{ap2}個消去する					秋田県									
106							○○パス限定ログインボーナス26日目のプレゼントです。																受け取れるものがあるって！							SR『ここが四尾連湖かー』												"リンちゃんのを見てたら
私も欲しくなっちゃったんだよー"		何で知ってんの！？		カテゴリ6		パズル玉をランダムに{ap1}個消去する					山形県									
107							○○パス限定ログインボーナス27日目のプレゼントです。																ほんとだー　よかったね							SR『四尾連湖の夜』												"ゆーらゆーら
きもちいいねぃ"		同じ誕生日				スコアを{sp1}点獲得する					福島県									
108							○○パス限定ログインボーナス28日目のプレゼントです。																"受け取れる報酬があるぞ
何だろ？"							SR『四尾連湖の朝』												この形がかわいいんだよねぃ		雑技団か				手数を{sp1}手({sp2}秒)獲得する					茨城県									
109							○○パス限定ログインボーナス29日目のプレゼントです。																見に行ってみようよ							SR『赤富士！』												"これに入れて煮たら
なんでもおいしくできるんだよ"		ネテナイヨー（◎ｖ◎）				スキル玉が+{sp1}の赤チェイン玉に変化する					栃木県									
110							○○パス限定ログインボーナス30日目のプレゼントです。													ゆるすたP			受け取れるものがあるみたいだな							SR『勢力を拡大する秘密結社ブランケット』												"肉まんみたいに
あんまんを挟んで焼いたら
どうかなぁ？"		ホラ吹き姉妹の騙し合い				スキル玉が+{sp1}の黄チェイン玉に変化する					群馬県									
111							○○マイレージランク0毎日報酬													テント/タープ			忘れないうちに確認しておこっか							SR『年末戦士サンタクレンジャー！』												"アメリカンワッフルと
ベルギーワッフルがあるんだ
今度　食べ比べしよう！"		禁酒２５日目				スキル玉が+{sp1}の青チェイン玉に変化する					埼玉県									
112				にっこり			○○マイレージランク1毎日報酬													チェア/テーブル			受け取れるものが　あるんやって							SR『みんなで動画鑑賞』												"リンちゃんと
初めて会った時に
持ってたランタンだね！"		コードネームは「エビ作戦」				スキル玉が+{sp1}の紫チェイン玉に変化する					千葉県									
113							○○マイレージランク2毎日報酬													クッカー			なんだろうな							SR『まぶしいねぃ』												"夜道を歩くときの
心強い味方だよ"		温泉にのまれとる…				スキル玉が+{sp1}の緑チェイン玉に変化する					東京都									
114							○○マイレージランク3毎日報酬													照明/焚火			"受け取れるものがあるみたい
…なんだろ？"							SR『ふゆびより』												"眺めてると
心がぽかぽかあったかくなるんだよね"		リンが家出しちまったっ！！				黄のパズル玉{sp3}個を赤のパズル玉に変化させる					神奈川県									
